img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;h_41;h_42;h_43;h_44;h_45;h_46;h_47;h_48;h_49;h_50;h_51;h_52;h_53;h_54;h_55;h_56;h_57;h_58;h_59;h_60;h_61;h_62;h_63;h_64;h_65;h_66;h_67;h_68;h_69;h_70;h_71;h_72;h_73;h_74;h_75;h_76;h_77;h_78;h_79;h_80;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70;pw_71;pw_72;pw_73;pw_74;pw_75;pw_76;pw_77;pw_78;pw_79;pw_80
Pieza_01_foto0184;1;184;64;64;64;64;64;65;65;67;67;67;67;67;67;67;66;66;66;66;66;66;66;66;66;66;65;65;65;65;65;65;65;64;63;62;62;62;62;62;62;62;62;62;62;62;60;60;60;60;60;61;61;61;61;61;61;61;61;61;61;61;62;62;62;62;62;62;62;62;62;66;68;68;68;68;68;68;68;68;68;68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto0185;1;185;65;65;65;65;65;63;61;61;61;61;61;61;62;62;63;63;63;63;63;63;63;62;62;62;62;62;63;63;63;63;63;63;61;61;61;61;61;59;59;59;59;59;59;58;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;59;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto0219;1;219;57;57;57;57;57;57;59;59;59;59;60;60;60;60;60;60;61;61;61;61;61;61;61;64;64;64;64;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;69;69;69;69;69;69;65;65;65;65;65;73;73;73;73;73;73;73;74;76;76;76;76;76;76;71;71;71;71;71;77;77;77;77;77;77;77;77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32894736842105265;0.32894736842105265;0.32894736842105265;0.32894736842105265;0.32894736842105265;0.0;0.0;0.0;0.0;0.0;0.0;0.7305194805194806;0.7305194805194806;0.7305194805194806;0.7305194805194806;0.7305194805194806;0.7305194805194806;0.7305194805194806;0.7305194805194806
Pieza_01_foto0220;1;220;59;59;59;59;59;60;60;64;64;64;64;64;64;62;60;60;60;60;60;63;66;66;66;66;66;66;65;65;65;64;64;64;64;64;64;62;62;62;62;62;65;65;65;66;66;66;67;67;67;67;68;69;69;69;69;69;69;69;69;69;69;69;69;69;68;68;68;68;68;68;71;73;73;74;77;78;79;79;79;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto0237;1;237;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;67;67;67;67;67;67;67;67;67;67;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778;17.77777777777778
Pieza_01_foto0254;1;254;60;60;60;60;60;63;64;64;64;64;64;64;64;63;61;60;59;58;58;58;58;58;58;58;58;60;63;65;68;74;74;74;74;74;74;63;63;63;63;63;63;66;67;67;67;67;67;73;76;76;76;76;76;76;74;74;74;74;74;74;74;74;74;74;74;74;63;63;63;63;63;67;69;69;69;69;71;71;71;71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32894736842105265;0.32894736842105265;0.32894736842105265;0.32894736842105265;0.32894736842105265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto0255;1;255;57;57;57;57;57;57;57;57;55;55;55;55;55;56;56;57;58;59;59;59;59;59;59;59;59;59;59;59;62;71;74;74;74;74;74;74;69;69;69;69;69;68;66;66;66;66;66;66;66;66;67;67;67;67;67;67;67;67;67;67;68;69;69;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto0276;1;276;66;66;66;66;66;67;68;68;69;73;73;73;77;79;79;79;79;79;79;77;77;77;77;77;77;77;77;73;73;72;72;72;72;72;72;73;73;73;73;73;73;73;70;70;70;69;68;66;66;66;66;66;66;66;66;66;66;66;66;66;70;70;71;71;71;71;71;71;71;70;69;68;67;67;66;66;66;66;66;66;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;23.880597014925375;23.529411764705884;23.529411764705884;23.18840579710145;21.91780821917808;21.91780821917808;21.91780821917808;20.77922077922078;20.253164556962027;20.253164556962027;20.253164556962027;20.253164556962027;20.253164556962027;20.253164556962027;20.77922077922078;20.77922077922078;20.77922077922078;20.77922077922078;20.77922077922078;20.77922077922078;20.77922077922078;20.77922077922078;21.91780821917808;21.91780821917808;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;21.91780821917808;21.91780821917808;21.91780821917808;21.91780821917808;21.91780821917808;21.91780821917808;21.91780821917808;22.857142857142858;22.857142857142858;22.857142857142858;23.18840579710145;23.529411764705884;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;22.857142857142858;22.857142857142858;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.857142857142858;23.18840579710145;23.529411764705884;23.880597014925375;23.880597014925375;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242
Pieza_01_foto0277;1;277;69;69;69;69;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;67;67;67;67;67;67;67;67;67;67;67;67;67;67;66;65;65;65;65;65;65;65;65;65;65;65;65;64;64;64;64;64;63;63;63;63;63;63;63;63;63;63;63;63;62;62;62;62;62;62;61;61;61;61;61;60;60;60;60;60;60;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;24.242424242424242;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;25.0;25.0;25.0;25.0;25.0;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668
Pieza_01_foto0295;1;295;55;55;55;55;55;55;55;55;55;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;54;55;55;55;55;55;55;55;59;59;59;59;59;59;58;58;58;58;58;58;58;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58;59;61;62;62;62;62;62;62;62;62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
