img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60
Pieza_01_foto0;1;0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.91666666666667;60.15625;32.864583333333336;30.520833333333332;18.697916666666668;6.875;6.875;6.875;5.520833333333333;4.84375;4.84375;4.84375;4.84375;4.84375;4.84375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.8125;77.39583333333333;64.21875;40.46875;40.052083333333336;39.166666666666664;21.770833333333332;16.71875;16.71875;16.71875;16.71875;16.71875;16.71875
Pieza_01_foto118;1;118;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.3125;81.171875;48.203125;22.96875;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.984375;43.828125;36.171875;20.859375;5.703125
Pieza_01_foto119;1;119;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.859375;35.3125;18.125;5.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.640625;52.8125;19.375;0.0;0.0
Pieza_01_foto137;1;137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.4375;43.072916666666664;69.11458333333333;73.28125;73.28125;73.28125;84.0625;87.5;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.947916666666666;49.479166666666664;63.385416666666664;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto138;1;138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.895833333333333;32.8125;70.625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5520833333333335;21.354166666666668;86.97916666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;93.359375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;80.0;41.640625;9.921875;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.375;99.375;99.375;99.375;99.375;99.375;99.375;99.375;99.6875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;73.203125;36.171875;7.5;0.0
Pieza_01_foto153;1;153;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;85.20833333333333;51.09375;7.447916666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.125;68.125;68.125;68.125;68.125;73.85416666666667;79.375;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;100.0;100.0;100.0;100.0;100.0;100.0;84.58333333333333;10.46875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto167;1;167;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;16.302083333333332;35.3125;35.3125;36.09375;36.09375;52.604166666666664;84.94791666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;16.770833333333332;23.4375;25.0;28.75;65.9375;81.92708333333333;97.96875;100.0;100.0;100.0;100.0;100.0;96.82291666666667;90.46875;90.46875;90.46875;90.46875;90.46875
Pieza_01_foto168;1;168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.395833333333332;28.75;28.75;28.75;60.729166666666664;72.86458333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.5625;90.78125;88.59375;88.59375;88.59375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.010416666666667;22.604166666666668;24.0625;25.208333333333332;66.14583333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;51.614583333333336;23.75;23.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.88541666666667;48.072916666666664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.015625;45.46875;34.375;4.140625;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.484375;42.265625;11.09375;0.0;0.0
Pieza_01_foto202;1;202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.927083333333332;44.322916666666664;49.21875;49.21875;49.21875;49.21875;77.03125;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;93.90625;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3333333333333335;22.395833333333332;24.0625;24.0625;24.0625;24.0625;24.0625;32.760416666666664;90.10416666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto203;1;203;40.46875;40.46875;40.46875;40.46875;40.46875;41.302083333333336;51.71875;68.38541666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;73.4375;53.177083333333336;22.65625;22.65625;22.65625;22.65625;23.072916666666668;24.114583333333332;24.53125;31.927083333333332;44.21875;44.21875;44.21875;61.25;61.25;61.25;61.25;61.25;61.25;61.25;62.708333333333336;65.625;65.625;65.625;71.30208333333333;100.0;100.0;100.0;100.0;100.0;100.0;94.79166666666667;72.91666666666667;62.135416666666664;55.416666666666664;44.53125;44.53125;44.53125;44.53125;44.53125;44.53125;44.53125;44.53125
Pieza_01_foto219;1;219;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;89.375;56.78125;14.875;0.0;0.0;0.0;0.0;0.0;0.0;10.21875;22.03125;22.03125;22.03125;6.125;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;89.8125;60.1875;21.40625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4375;13.59375;13.59375;13.59375;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto220;1;220;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.265625;65.9375;28.8671875;19.765625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.234375;13.28125;13.28125;13.28125;13.28125;4.5703125;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.5546875;89.21875;47.6953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7109375;20.1171875;20.78125;36.875;42.34375;30.234375;21.5625;17.734375;3.203125;0.0
Pieza_01_foto236;1;236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.395833333333332;65.67708333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.75;47.135416666666664;47.8125;47.8125;47.8125;47.8125;47.8125;47.8125;54.84375;83.28125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto237;1;237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.484375;53.3984375;90.1953125;97.1875;97.890625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;25.3125;58.8671875;67.1875;67.1875;65.0390625;62.7734375;68.125;68.125;68.125;68.125;70.5859375;73.1640625;83.125;100.0;94.453125;88.90625;88.90625;88.90625;88.90625;88.90625;100.0;100.0;100.0;100.0
Pieza_01_foto254;1;254;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.4765625;84.4921875;60.703125;5.9375;0.0;0.0;0.0;0.0;0.0;9.6484375;25.3125;25.3125;25.3125;25.3125;3.984375;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.765625;34.3359375;16.484375;13.984375;3.046875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;76.71875;31.09375;17.239583333333332;9.84375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;82.23958333333333;59.322916666666664;30.260416666666668;25.208333333333332;13.28125;4.166666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto276;1;276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1875;47.03125;72.578125;77.34375;92.421875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.8125;33.28125;43.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.177083333333332;60.520833333333336;94.47916666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.020833333333332;94.375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto294;1;294;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;16.71875;31.71875;55.3125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;71.5625;71.5625;67.5;62.34375;62.34375;54.375;34.0625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;28.28125;32.421875;37.34375;78.90625;100.0;100.0;100.0;93.75;87.5;87.5;77.8125;71.71875;49.6875;39.0625;17.65625;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;76.484375;29.7265625;9.6875;0.0;0.0;0.0;0.0;9.0234375;15.6640625;22.03125;22.03125;31.3671875;47.5;47.5;47.5;47.34375;26.328125;20.0;86.5625;86.5625;86.5625;86.5625;86.5625;86.5625;96.640625;100.0;100.0;100.0;100.0;75.1953125;50.3125;17.34375;17.34375;17.34375;16.8359375;12.1484375;11.875;11.875;11.875;16.875;31.2109375;34.84375;34.84375;34.7265625;18.5546875;0.0;0.0;0.0
Pieza_01_foto318;1;318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6145833333333333;69.53125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.09375;88.64583333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5625;41.25;58.125;64.375;76.14583333333333;77.76041666666667;79.84375;82.96875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.375;48.020833333333336;69.47916666666667;96.71875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto342;1;342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.5;61.875;69.84375;69.84375;78.90625;84.21875;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.71875;54.6875;79.6875;100.0
Pieza_01_foto343;1;343;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.4296875;43.0859375;2.8515625;0.0;0.0;0.0;0.0;0.0;15.0390625;20.9375;20.9375;22.1484375;30.1953125;35.625;35.625;35.625;28.7109375;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;42.890625;16.6015625;6.9140625;0.0;0.0;0.0;0.0;0.0;57.65625;68.28125;70.78125;73.28125;74.3359375;74.6875;74.6875;70.3515625;40.5859375;18.6328125
Pieza_01_foto344;1;344;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.66666666666667;44.53125;26.197916666666668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.10416666666667;59.375;27.96875;4.010416666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto368;1;368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.90625;12.5;46.145833333333336;75.98958333333333;89.73958333333333;100.0;100.0;100.0;100.0;100.0;100.0;83.90625;83.90625;83.90625;83.90625;83.90625;83.90625;83.90625;86.40625;86.40625;86.40625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.010416666666666;49.0625;60.78125;94.58333333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto369;1;369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.71875;79.53125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;30.859375;55.078125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.59375;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875
Pieza_01_foto38;1;38;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.85416666666667;87.65625;80.0;44.0625;14.21875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.09375;74.94791666666667;49.114583333333336;39.21875;34.270833333333336;8.072916666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto39;1;39;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.94791666666667;83.02083333333333;63.4375;41.666666666666664;18.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.45833333333333;44.21875;12.083333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto391;1;391;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.4453125;41.5234375;2.8515625;0.0;0.0;0.0;0.0;0.0;0.0;38.7109375;72.34375;72.34375;72.34375;77.421875;78.59375;78.59375;78.59375;63.125;5.9375;5.9375;21.71875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.8828125;91.71875;28.75;0.0;0.0;0.0;0.0;0.0;4.6875;9.375;37.03125;37.03125;44.296875;64.21875;63.28125;62.96875;62.96875;37.1484375;0.0;0.0
Pieza_01_foto392;1;392;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.796875;50.8984375;4.6875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;69.609375;39.4140625;25.3515625;5.8203125;0.0;0.0;7.4609375;17.34375;22.734375;55.15625;55.15625;55.15625;55.15625;43.3203125;42.8125;42.8125;42.8125;13.671875
Pieza_01_foto415;1;415;16.25;16.25;16.25;16.25;8.125;0.0;0.0;0.0;0.0;0.0;0.0;13.203125;45.3125;94.140625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;62.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.71875;11.71875;11.71875;11.71875;5.859375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.796875;32.1875;32.1875;41.875;63.59375;76.25;79.53125;79.53125;79.53125;67.421875;47.34375;47.34375;47.34375;25.625;15.15625;12.421875;4.375
Pieza_01_foto416;1;416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.979166666666664;63.229166666666664;76.875;76.875;76.875;76.875;76.875;76.875;78.28125;91.25;91.25;91.25;91.25;91.25;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.583333333333332;39.114583333333336;46.25;54.479166666666664;65.05208333333333;69.0625;69.0625;70.78125;70.78125;70.78125;70.78125;80.67708333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.71875;83.90625;83.90625
Pieza_01_foto437;1;437;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;71.45833333333333;37.1875;36.614583333333336;21.71875;19.53125;15.78125;15.78125;15.78125;15.78125;15.78125;15.78125;15.78125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.54166666666667;54.583333333333336;34.583333333333336;29.270833333333332;20.208333333333332;5.3125;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto438;1;438;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;70.67708333333333;13.151041666666666;0.0;0.0;0.0;0.0;0.0;8.723958333333334;25.0;25.0;20.807291666666668;0.703125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.359375;41.223958333333336;0.0;0.0;0.0;0.0;0.0;0.0;12.96875;15.46875;15.46875;2.578125;0.0;0.0;0.0;5.989583333333333;17.96875;18.723958333333332;22.5;22.5;20.364583333333332;16.09375
Pieza_01_foto460;1;460;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.90625;47.1875;59.375;71.45833333333333;76.40625;76.40625;76.40625;72.1875;62.96875;70.3125;70.3125;70.3125;70.3125;70.3125;80.20833333333333;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.875;65.57291666666667;70.36458333333333;82.96875;87.03125;87.03125;87.03125;87.03125;87.03125;87.03125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto461;1;461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.75;85.52083333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.479166666666668;30.885416666666668;55.208333333333336;76.25;93.64583333333333;100.0;100.0;100.0;82.96875;81.09375;81.09375;81.09375;81.09375;81.09375;96.04166666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto480;1;480;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;46.40625;14.947916666666666;8.020833333333334;20.78125;20.78125;20.546875;5.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;85.80729166666667;37.526041666666664;6.614583333333333;0.0;6.953125;16.875;17.578125;21.09375;21.09375;17.239583333333332;0.0;0.0;0.0;0.0;14.453125;36.25;36.25;33.203125;30.0;27.604166666666668;0.0;0.0
Pieza_01_foto481;1;481;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.96875;60.520833333333336;26.458333333333332;21.927083333333332;15.15625;11.666666666666666;3.8020833333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.46875;92.70833333333333;50.208333333333336;38.854166666666664;37.083333333333336;34.635416666666664;21.25;21.25;12.65625;0.0;0.0;0.0;0.0
Pieza_01_foto503;1;503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.197916666666666;22.03125;40.46875;80.67708333333333;100.0;100.0;100.0;100.0;100.0;85.46875;85.46875;85.46875;85.46875;85.46875;85.46875;85.46875;85.46875;85.46875;85.46875;85.46875;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;28.59375;64.79166666666667;82.96875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto504;1;504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.09375;14.375;25.15625;28.90625;85.625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.171875;14.0625;26.71875;68.828125;77.890625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto521;1;521;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;65.83333333333333;28.385416666666668;27.083333333333332;20.520833333333332;17.135416666666668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;53.229166666666664;32.708333333333336;29.739583333333332;15.833333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto522;1;522;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.71875;62.8125;61.953125;48.828125;12.5;11.796875;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.625;68.75;44.765625;20.15625;20.15625;20.15625;20.15625
Pieza_01_foto545;1;545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.739583333333334;17.395833333333332;19.375;19.6875;49.791666666666664;65.46875;65.46875;65.46875;71.71875;73.02083333333333;74.0625;84.47916666666667;96.5625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.260416666666668;63.59375;63.59375;63.59375;63.59375;63.59375;63.59375;63.59375;63.59375;87.86458333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto549;1;549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.5;51.5;51.5;50.458333333333336;43.75;30.375;24.875;24.875;24.875;24.875;33.958333333333336;42.0;42.0;42.0;45.583333333333336;45.75;51.041666666666664;54.125;54.125;54.125;54.125;39.666666666666664;18.666666666666668;5.25;0.0;0.0;0.0;0.0;0.0;0.0
